hecho_id,sexo,identidad_genero,identidad_genero_otro,tr_edad,mayor_18_anios,tipo_involucrado
22168,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22168,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22168,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22169,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22169,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22170,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22170,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22171,Masculino,Varón,No especificado,40-44,Si,inculpado
22171,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22172,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22172,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22173,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22173,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22174,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22174,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22175,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22175,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22176,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22176,Masculino,Varón,No especificado,20-24,Si,inculpado
22177,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22177,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22179,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22179,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22181,Femenino,Mujer,No especificado,15-19,No,inculpado
22181,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22181,Masculino,Varón,No especificado,25-29,Si,inculpado
22182,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22182,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22183,Masculino,Varón,No especificado,10-14,No,inculpado
22183,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22184,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22184,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22185,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22185,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22186,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22186,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22187,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22187,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22188,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22188,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22188,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22189,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22189,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
22190,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22190,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22191,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
22191,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22192,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22192,Masculino,Varón,No especificado,15-19,Si,inculpado
22193,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22193,Masculino,Varón,No especificado,40-44,Si,inculpado
22194,Masculino,Varón,No especificado,50-54,Si,inculpado
22194,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22195,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22195,Masculino,Varón,No especificado,25-29,Si,inculpado
22196,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22196,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22197,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22197,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22198,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22198,Masculino,Varón,No especificado,50-54,Si,inculpado
22199,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
22199,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22200,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22200,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22201,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22201,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22202,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22202,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22202,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
22203,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22203,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
22204,Femenino,Mujer,No especificado,20-24,Si,inculpado
22204,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22207,Masculino,Varón,No especificado,20-24,Si,inculpado
22207,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22208,Masculino,Varón,No especificado,20-24,Si,inculpado
22208,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22210,Masculino,Varón,No especificado,35-39,Si,inculpado
22210,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22211,Masculino,Varón,No especificado,20-24,Si,inculpado
22211,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22212,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22212,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22213,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22213,Femenino,Mujer,No especificado,30-34,Si,inculpado
22214,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22214,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22215,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22215,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22216,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22216,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22217,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22217,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22218,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22218,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22219,Masculino,Varón,No especificado,20-24,Si,inculpado
22219,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22220,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22220,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22221,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22221,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22222,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22222,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22223,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22223,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22224,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22224,Masculino,Varón,No especificado,20-24,Si,inculpado
22225,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22225,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22226,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22226,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22227,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22227,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22228,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22228,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22229,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22229,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22230,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22230,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
22231,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22231,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22232,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22232,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22233,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22233,Masculino,Varón,No especificado,10-14,No,inculpado
22234,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22234,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22235,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22235,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22236,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22236,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22237,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22237,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22238,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22238,Masculino,Varón,No especificado,30-34,Si,inculpado
22239,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22239,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22239,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22243,Masculino,Varón,No especificado,15-19,No,inculpado
22243,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22244,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22244,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22245,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22245,Masculino,Varón,No especificado,50-54,Si,inculpado
22246,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22246,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22247,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22247,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22248,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22248,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22249,Masculino,Varón,No especificado,25-29,Si,inculpado
22249,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22250,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22250,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22251,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22251,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22252,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22252,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22253,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22253,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22254,Masculino,Varón,No especificado,20-24,Si,inculpado
22254,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22255,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22255,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22256,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22256,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
22257,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22257,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22258,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22258,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22259,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22259,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22260,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22260,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22261,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22261,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22262,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22262,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22263,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22263,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22264,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22264,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
22265,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22265,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22266,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22266,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22266,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22267,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
22267,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22268,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22268,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22269,Masculino,Varón,No especificado,45-49,Si,inculpado
22269,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22270,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22270,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22271,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22271,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22272,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22272,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22273,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22273,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22274,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22274,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22275,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22275,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22276,Masculino,Varón,No especificado,25-29,Si,inculpado
22276,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22277,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22277,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22278,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22278,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22279,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22279,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22280,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22280,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22281,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22281,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22282,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22282,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22283,Masculino,Varón,No especificado,25-29,Si,inculpado
22283,Masculino,Varón,No especificado,20-24,Si,inculpado
22283,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22284,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22284,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22284,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22285,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22285,Masculino,Varón,No especificado,30-34,Si,inculpado
22306,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22306,Femenino,Mujer,No especificado,35-39,Si,inculpado
22307,Masculino,Varón,No especificado,35-39,Si,inculpado
22307,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22308,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22308,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22309,Masculino,Varón,No especificado,40-44,Si,inculpado
22309,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22310,Femenino,Mujer,No especificado,35-39,Si,inculpado
22310,Masculino,Varón,No especificado,35-39,Si,inculpado
22310,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22312,Masculino,Varón,No especificado,25-29,Si,inculpado
22312,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22313,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22313,Masculino,Varón,No especificado,70-74,Si,inculpado
22314,Masculino,Varón,No especificado,35-39,Si,inculpado
22314,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22315,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22315,Masculino,Varón,No especificado,30-34,Si,inculpado
22316,Masculino,Varón,No especificado,30-34,Si,inculpado
22316,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22317,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22317,Femenino,Mujer,No especificado,40-44,Si,inculpado
22318,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22318,Masculino,Varón,No especificado,40-44,Si,inculpado
22319,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22319,Masculino,Varón,No especificado,25-29,Si,inculpado
22320,Masculino,Varón,No especificado,20-24,Si,inculpado
22320,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22321,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22321,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22322,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22322,Masculino,Varón,No especificado,35-39,Si,inculpado
22323,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22323,Masculino,Varón,No especificado,25-29,Si,inculpado
22324,Masculino,Varón,No especificado,25-29,Si,inculpado
22324,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22325,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22325,Masculino,Varón,No especificado,25-29,Si,inculpado
22325,Masculino,Varón,No especificado,20-24,Si,inculpado
22326,Masculino,Varón,No especificado,50-54,Si,inculpado
22326,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22327,Femenino,Mujer,No especificado,15-19,No,inculpado
22327,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22328,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22328,Masculino,Varón,No especificado,45-49,Si,inculpado
22330,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22330,Masculino,Varón,No especificado,25-29,Si,inculpado
22331,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22331,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22332,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22332,Masculino,Varón,No especificado,55-59,Si,inculpado
22333,Masculino,Varón,No especificado,20-24,Si,inculpado
22333,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22334,Femenino,Mujer,No especificado,25-29,Si,inculpado
22334,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22335,Masculino,Varón,No especificado,30-34,Si,inculpado
22335,Masculino,Varón,No especificado,25-29,Si,inculpado
22335,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22336,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
22336,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22337,Masculino,Varón,No especificado,15-19,No,inculpado
22337,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22337,Masculino,Varón,No especificado,15-19,Si,inculpado
22338,Masculino,Varón,No especificado,35-39,Si,inculpado
22338,Masculino,Varón,No especificado,20-24,Si,inculpado
22338,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22338,Masculino,Varón,No especificado,30-34,Si,inculpado
22339,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22339,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
22339,Femenino,Mujer,No especificado,20-24,Si,inculpado
22340,Masculino,Varón,No especificado,30-34,Si,inculpado
22340,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22341,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22341,Masculino,Varón,No especificado,40-44,Si,inculpado
22342,Masculino,Varón,No especificado,20-24,Si,inculpado
22342,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22343,Masculino,Varón,No especificado,20-24,Si,inculpado
22343,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22347,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22347,Masculino,Varón,No especificado,20-24,Si,inculpado
22348,Masculino,Varón,No especificado,20-24,Si,inculpado
22348,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22348,Masculino,Varón,No especificado,25-29,Si,inculpado
22348,Masculino,Varón,No especificado,15-19,Si,inculpado
22349,Masculino,Varón,No especificado,30-34,Si,inculpado
22349,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22350,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22350,Masculino,Varón,No especificado,35-39,Si,inculpado
22351,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
22351,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22352,Masculino,Varón,No especificado,30-34,Si,inculpado
22352,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22353,Masculino,Varón,No especificado,45-49,Si,inculpado
22353,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22354,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22354,Masculino,Varón,No especificado,15-19,No,inculpado
22355,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22355,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22355,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22355,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
22356,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22356,Masculino,Varón,No especificado,45-49,Si,inculpado
22357,Masculino,Varón,No especificado,35-39,Si,inculpado
22357,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22366,Masculino,Varón,No especificado,15-19,Si,inculpado
22366,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22367,Masculino,Varón,No especificado,15-19,Si,inculpado
22367,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22368,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22368,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
22369,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
22369,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22370,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
22370,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22371,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22371,Femenino,Mujer,No especificado,30-34,Si,inculpado
22372,Masculino,Varón,No especificado,25-29,Si,inculpado
22372,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22373,Masculino,Varón,No especificado,35-39,Si,inculpado
22373,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22374,Masculino,Varón,No especificado,25-29,Si,inculpado
22374,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22375,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
22375,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22376,Masculino,Varón,No especificado,40-44,Si,inculpado
22376,Masculino,Varón,No especificado,30-34,Si,inculpado
22376,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22377,Masculino,Varón,No especificado,25-29,Si,inculpado
22377,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22378,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22378,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
22379,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22379,Masculino,Varón,No especificado,30-34,Si,inculpado
22380,Masculino,Varón,No especificado,15-19,Si,inculpado
22380,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22381,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22381,Masculino,Varón,No especificado,45-49,Si,inculpado
22382,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22382,Masculino,Varón,No especificado,20-24,Si,inculpado
22383,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22383,Masculino,Varón,No especificado,25-29,Si,inculpado
22384,Masculino,Varón,No especificado,25-29,Si,inculpado
22384,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22385,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22385,Femenino,Mujer,No especificado,25-29,Si,inculpado
22387,Masculino,Varón,No especificado,40-44,Si,inculpado
22387,Femenino,Mujer,No especificado,40-44,Si,inculpado
22387,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22388,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
22388,Masculino,Varón,No especificado,50-54,Si,inculpado
