hecho_id,sexo,identidad_genero,identidad_genero_otro,tr_edad,mayor_18_anios,tipo_involucrado
13322,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13323,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13323,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13324,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13324,Masculino,Varón,No especificado,15-19,Si,inculpado
13325,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13325,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13326,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13326,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13327,Masculino,Varón,No especificado,25-29,Si,inculpado
13327,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13328,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13328,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13329,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13329,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13330,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13330,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13331,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13331,Masculino,Varón,No especificado,35-39,Si,inculpado
13332,Masculino,Varón,No especificado,25-29,Si,inculpado
13332,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13361,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13361,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13362,Masculino,Varón,No especificado,20-24,Si,inculpado
13362,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13454,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13454,Masculino,Varón,No especificado,45-49,Si,inculpado
13455,Masculino,Varón,No especificado,45-49,Si,inculpado
13455,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13456,Masculino,Varón,No especificado,35-39,Si,inculpado
13456,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13458,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
13458,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13459,Masculino,Varón,No especificado,15-19,Si,inculpado
13459,Masculino,Varón,No especificado,30-34,Si,inculpado
13459,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13460,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13460,Femenino,Mujer,No especificado,15-19,Si,inculpado
13461,Masculino,Varón,No especificado,40-44,Si,inculpado
13461,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13462,Masculino,Varón,No especificado,15-19,Si,inculpado
13462,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13463,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13463,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
13464,Masculino,Varón,No especificado,15-19,No,inculpado
13464,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13465,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13465,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
13473,Masculino,Varón,No especificado,20-24,Si,inculpado
13473,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13473,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
13474,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13474,Masculino,Varón,No especificado,10-14,No,inculpado
13474,Masculino,Varón,No especificado,15-19,No,inculpado
13475,Masculino,Varón,No especificado,25-29,Si,inculpado
13475,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13476,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13476,Masculino,Varón,No especificado,45-49,Si,inculpado
13480,Masculino,Varón,No especificado,25-29,Si,inculpado
13480,Masculino,Varón,No especificado,15-19,No,inculpado
13480,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13481,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13481,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13482,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13482,Masculino,Varón,No especificado,15-19,Si,inculpado
13483,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13483,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
13484,Masculino,Varón,No especificado,30-34,Si,inculpado
13484,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13485,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13485,Masculino,Varón,No especificado,35-39,Si,inculpado
13486,Masculino,Varón,No especificado,15-19,Si,inculpado
13486,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13486,Masculino,Varón,No especificado,15-19,No,inculpado
13486,Masculino,Varón,No especificado,25-29,Si,inculpado
13487,Masculino,Varón,No especificado,25-29,Si,inculpado
13487,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13488,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13488,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13489,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13489,Masculino,Varón,No especificado,25-29,Si,inculpado
13490,Masculino,Varón,No especificado,15-19,No,inculpado
13490,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13491,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13491,Masculino,Varón,No especificado,15-19,Si,inculpado
13491,Masculino,Varón,No especificado,15-19,No,inculpado
13494,Masculino,Varón,No especificado,15-19,Si,inculpado
13494,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13495,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13495,Masculino,Varón,No especificado,55-59,Si,inculpado
13496,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13496,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13497,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13497,Masculino,Varón,No especificado,35-39,Si,inculpado
13498,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13498,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13499,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13499,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13500,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
13500,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13501,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13501,Masculino,Varón,No especificado,35-39,Si,inculpado
13501,Masculino,Varón,No especificado,25-29,Si,inculpado
13501,Masculino,Varón,No especificado,40-44,Si,inculpado
13502,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
13502,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13503,Masculino,Varón,No especificado,30-34,Si,inculpado
13503,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13503,Masculino,Varón,No especificado,15-19,No,inculpado
13504,Masculino,Varón,No especificado,40-44,Si,inculpado
13504,Masculino,Varón,No especificado,15-19,Si,inculpado
13504,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13504,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13505,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13505,Masculino,Varón,No especificado,45-49,Si,inculpado
13505,Masculino,Varón,No especificado,25-29,Si,inculpado
13506,Masculino,Varón,No especificado,55-59,Si,inculpado
13506,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13507,Masculino,Varón,No especificado,25-29,Si,inculpado
13507,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13511,Masculino,Varón,No especificado,15-19,No,inculpado
13511,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13512,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13512,Femenino,Mujer,No especificado,15-19,No,inculpado
13512,Masculino,Varón,No especificado,20-24,Si,inculpado
13513,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13513,Masculino,Varón,No especificado,40-44,Si,inculpado
13514,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13514,Femenino,Mujer,No especificado,30-34,Si,inculpado
13514,Masculino,Varón,No especificado,20-24,Si,inculpado
13515,Masculino,Varón,No especificado,15-19,Si,inculpado
13515,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13516,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13516,Femenino,Mujer,No especificado,15-19,Si,inculpado
13517,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13517,Masculino,Varón,No especificado,45-49,Si,inculpado
13521,Masculino,Varón,No especificado,20-24,Si,inculpado
13521,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13522,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13522,Masculino,Varón,No especificado,15-19,Si,inculpado
13523,Masculino,Varón,No especificado,20-24,Si,inculpado
13523,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13524,Masculino,Varón,No especificado,45-49,Si,inculpado
13524,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13525,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13525,Masculino,Varón,No especificado,20-24,Si,inculpado
13526,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13526,Masculino,Varón,No especificado,65-69,Si,inculpado
13527,Masculino,Varón,No especificado,30-34,Si,inculpado
13527,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13529,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13529,Masculino,Varón,No especificado,25-29,Si,inculpado
13530,Masculino,Varón,No especificado,20-24,Si,inculpado
13530,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13530,Femenino,Mujer,No especificado,20-24,Si,inculpado
13531,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13531,Masculino,Varón,No especificado,30-34,Si,inculpado
13531,Masculino,Varón,No especificado,15-19,Si,inculpado
13531,Masculino,Varón,No especificado,25-29,Si,inculpado
13531,Masculino,Varón,No especificado,35-39,Si,inculpado
13532,Masculino,Varón,No especificado,45-49,Si,inculpado
13532,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13532,Masculino,Varón,No especificado,30-34,Si,inculpado
13533,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13533,Masculino,Varón,No especificado,25-29,Si,inculpado
13534,Masculino,Varón,No especificado,15-19,No,inculpado
13534,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13535,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13535,Masculino,Varón,No especificado,15-19,Si,inculpado
13562,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13562,Masculino,Varón,No especificado,20-24,Si,inculpado
13563,Masculino,Varón,No especificado,25-29,Si,inculpado
13563,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13564,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13564,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13565,Masculino,Varón,No especificado,40-44,Si,inculpado
13565,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13566,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
13566,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13567,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
13567,Masculino,Varón,No especificado,15-19,Si,inculpado
13567,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13568,Masculino,Varón,No especificado,40-44,Si,inculpado
13568,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13569,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
